,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,R Tripathi,35,28,952,48,37.86,784,121.43,0,2,9,90,55,1
1,S Gill,45,41,1435,46,40.26,984,145.83,0,1,5,79,47,0
2,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,0
3,E Morgan,86,84,2002,91,29.88,1475,135.72,0,11,3,151,96,0
4,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,0
5,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,0
6,C Varun,39,32,1120,56,31.73,768,145.83,0,7,4,85,48,1
7,S Watson,40,35,1085,76,36.87,945,114.81,0,0,5,94,39,1
8,F Plessis,44,44,1363,119,35.86,1006,135.48,1,8,0,126,45,1
9,A Rayudu,48,41,1312,74,40.18,1148,114.29,0,4,3,87,52,0
10,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,1
11,S Curran,5,3,35,24,11.66,23,152.17,0,0,0,3,2,1
12,K Jadhav,9,6,122,58,20.33,99,123.23,0,1,0,12,3,0
13,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,0
