,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,R Gaikwad,46,41,1394,67,29.65,943,147.83,0,3,2,80,53,0
1,F Plessis,44,44,1363,119,35.86,1006,135.48,1,8,0,126,45,1
2,M Ali,25,22,235,72,14.68,198,118.68,0,1,6,21,9,1
3,S Raina,78,66,1605,101,29.18,1190,134.87,1,5,3,145,58,0
4,A Rayudu,56,49,1813,63,40.51,1372,132.14,0,5,5,101,47,1
5,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,0
6,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,0
7,S Curran,5,3,35,24,11.66,23,152.17,0,0,0,3,2,1
8,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,1
9,R Sharma,104,96,2633,118,32.1,1905,138.21,4,19,6,234,120,1
10,S Yadav,50,43,1462,49,33.53,1247,117.24,0,7,1,98,54,1
11,K Pollard,68,58,1058,68,23,819,129.18,0,4,1,69,61,0
12,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,0
13,D Kulkarni,48,43,1462,58,29.9,1075,136,0,4,4,91,52,0
