,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,S Gill,45,41,1435,46,40.26,984,145.83,0,1,5,79,47,1
1,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,0
2,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,0
3,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,0
4,E Morgan,86,84,2002,91,29.88,1475,135.72,0,11,3,151,96,1
5,C Varun,39,32,1120,56,31.73,768,145.83,0,7,4,85,48,1
6,J Buttler,66,58,1260,73,26.8,912,138.15,0,7,3,102,53,1
7,S Smith,36,28,577,90,27.47,448,128.79,0,4,1,53,12,1
8,S Samson,45,40,1440,63,23.83,1120,128.57,0,2,4,103,48,0
9,R Uthappa,45,40,1360,70,29.91,1120,121.43,0,7,2,78,44,0
10,R Parag,47,41,1435,69,33.44,1189,120.69,0,6,2,77,44,0
11,T Curran,15,6,36,14,18.0,27,133.33,0,0,0,0,3,1
