,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,0
1,S Gill,45,41,1435,46,40.26,984,145.83,0,1,5,79,47,0
2,R Tripathi,35,28,952,48,37.86,784,121.43,0,2,9,90,55,1
3,E Morgan,86,84,2002,91,29.88,1475,135.72,0,11,3,151,96,0
4,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,1
5,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,0
6,M Krishna,50,43,1333,47,32.15,1204,110.71,0,4,0,95,39,1
7,C Varun,39,32,1120,56,31.73,768,145.83,0,7,4,85,48,1
8,J Buttler,66,58,1260,73,26.8,912,138.15,0,7,3,102,53,0
9,Y Jaiswal,57,50,1550,61,25.8,1450,106.9,0,7,9,91,44,1
10,S Samson,45,40,1440,63,23.83,1120,128.57,0,2,4,103,48,1
11,S Dube,6,4,64,54,32.0,42,152.38,0,1,0,3,4,0
12,D Miller,72,62,1309,101,29.75,935,140.0,1,2,0,91,57,1
13,R Parag,47,41,1435,69,33.44,1189,120.69,0,6,2,77,44,0
14,C Morris,23,13,133,55,14.77,102,130.39,0,1,3,12,5,1
